"path","fileType","purpose","directBugs","securityRisks","consistencyIssues","deadUnusedPatterns","missingValidation","buildTestRelevance","needsModification","status","skipReason"
"artifacts\write-10.0.0.4-constantBitRate.json","JSON config/data","audit artifact","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\write-10.0.0.4-contrastLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.4-frameRate.json","JSON config/data","audit artifact","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\write-10.0.0.4-saturationLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.4-sharpnessLevel.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-10.0.0.4-upnp.json","JSON config/data","audit artifact","password guessing/default credential review","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\write-bitrate-29.json","JSON config/data","audit artifact","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\write-brightness-29.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\write-encode101-clean-29.json","JSON config/data","audit artifact","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\write-esee-29.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"assets\branding\BossCamSuite.ico","ico","repo metadata/config","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"assets\branding\BossCamSuite.png","png","repo metadata/config","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"assets\branding\BossCamSuite.Shortcut.ico","ico","repo metadata/config","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"assets\branding\BossCamSuite.Shortcut.png","png","repo metadata/config","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"assets\protocols\endpoint_catalog.json","JSON config/data","repo metadata/config","","sensitive credential surface review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"assets\protocols\eseecloud_remote.manifest.json","JSON config/data","repo metadata/config","","","","not exhaustively proven","","build/test relevant","False","OK",""
"assets\protocols\ipcamsuite_private.manifest.json","JSON config/data","repo metadata/config","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"assets\protocols\netsdk_openapi_draft.json","JSON config/data","repo metadata/config","","sensitive credential surface review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"assets\protocols\NETSDK_V1.4_INTERFACE_DESCRIPTION_PLATINUM.md","Markdown doc","repo metadata/config","","sensitive credential surface review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"BossCamSuite.lnk","lnk","repo metadata/config","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"BossCamSuite.sln","Solution","repo metadata/config","","","","not exhaustively proven","","not build critical","False","OK",""
"CODEX_SERPENT_CIRCLE_PROMPT.md","Markdown doc","documentation/agent workflow","","","","not exhaustively proven","","not build critical","False","OK",""
"CONTRIBUTING.md","Markdown doc","documentation/agent workflow","","","","not exhaustively proven","","not build critical","False","OK",""
"Directory.Build.props","props","repo metadata/config","","","","not exhaustively proven","","not build critical","False","OK",""
"docs\5523W-HighRes-Recovery.md","Markdown doc","documentation/agent workflow","","","","not exhaustively proven","","not build critical","False","OK",""
"docs\live-feed-smoke.md","Markdown doc","documentation/agent workflow","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"docs\reports\2026-04-19-live-5523w-truth-report.md","Markdown doc","documentation/agent workflow","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"docs\reports\2026-04-20-decisive-completion-pass-report.md","Markdown doc","documentation/agent workflow","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"docs\reports\2026-04-20-image-control-expansion-report.md","Markdown doc","documentation/agent workflow","","","","not exhaustively proven","","not build critical","False","OK",""
"docs\reports\2026-04-20-ipcamsuite-oracle-mining-report.md","Markdown doc","documentation/agent workflow","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"docs\reports\2026-04-21-decisive-closeout-pass-report.md","Markdown doc","documentation/agent workflow","","","","not exhaustively proven","","not build critical","False","OK",""
"docs\reports\2026-04-21-ipc-sdk-exhaustive-mining-promotion-report.md","Markdown doc","documentation/agent workflow","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"docs\reports\2026-04-21-nvr-sdk-exhaustive-mining-promotion-report.md","Markdown doc","documentation/agent workflow","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"docs\reports\2026-04-22-adapter-routing-fix-pass.md","Markdown doc","documentation/agent workflow","","","","not exhaustively proven","","not build critical","False","OK",""
"docs\reports\2026-04-22-grouped-control-model-correction-pass.md","Markdown doc","documentation/agent workflow","","","","not exhaustively proven","","not build critical","False","OK",""
"docs\reports\2026-04-22-sdk-driven-forced-enumeration-pass.md","Markdown doc","documentation/agent workflow","","","","not exhaustively proven","","not build critical","False","OK",""
"docs\reports\2026-04-22-sdk-repass-omission-closure.md","Markdown doc","documentation/agent workflow","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"docs\serpent-circle-endpoint-truth.md","Markdown doc","documentation/agent workflow","","","","not exhaustively proven","","not build critical","False","OK",""
"fixtures\5523w\firmware-unknown\2026-04-19-network-interface1-semantic-results.json","JSON config/data","repo metadata/config","","","","not exhaustively proven","","build/test relevant","False","OK",""
"fixtures\5523w\firmware-unknown\2026-04-19-topgroup-write-readback.json","JSON config/data","repo metadata/config","","","","not exhaustively proven","","build/test relevant","False","OK",""
"fixtures\5523w\firmware-unknown\2026-04-19-video-extended-results.json","JSON config/data","repo metadata/config","","","","not exhaustively proven","","build/test relevant","False","OK",""
"LICENSE","unknown","repo metadata/config","","","","not exhaustively proven","","not build critical","False","OK",""
"README.md","Markdown doc","documentation/agent workflow","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"scripts\smoke-live-camera-feed.ps1","PowerShell script","operator/validation script","","sensitive credential surface review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"scripts\Start-BossCamSuite.ps1","PowerShell script","operator/validation script","","","","not exhaustively proven","","build/test relevant","False","OK",""
"scripts\validate-serpent-circle.ps1","PowerShell script","documentation/agent workflow","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"SERPENT_CIRCLE.md","Markdown doc","documentation/agent workflow","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"src\BossCam.Contracts\BossCam.Contracts.csproj","MSBuild project","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Contracts\Models\CompositeInteractionContracts.cs","C# source","application source","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Contracts\Models\ControlPointContracts.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Contracts\Models\DeviceContracts.cs","C# source","application source","","sensitive credential surface review; dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Contracts\Models\EndpointContractModels.cs","C# source","application source","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Contracts\Models\EndpointSurfaceContracts.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Contracts\Models\GroupedConfigContracts.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Contracts\Models\ProbeContracts.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Contracts\Models\ProtocolContracts.cs","C# source","application source","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Contracts\Models\SemanticTrustContracts.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Contracts\Models\TypedSettingsContracts.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Contracts\Models\ValidationContracts.cs","C# source","application source","","dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Abstractions\Interfaces.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\BossCam.Core.csproj","MSBuild project","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\BossCamRuntimeOptions.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\CoreServiceCollectionExtensions.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\Services\CameraEndpointTruthService.cs","C# source","application source","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Services\CapabilityPromotionService.cs","C# source","application source","","dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Services\ContractEvidenceService.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\Services\ControlPointClassifier.cs","C# source","application source","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Services\ControlPointInventoryService.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\Services\DiscoveryAndProtocolServices.cs","C# source","application source","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Services\EndpointContractCatalogService.cs","C# source","application source","","sensitive credential surface review; dangerous maintenance path review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Services\EndpointSurfaceService.cs","C# source","application source","","dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Services\EndpointTruthIntegrityGuard.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\Services\EndpointTruthLiveBuilder.cs","C# source","application source","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Services\GroupedConfigService.cs","C# source","application source","","sensitive credential surface review; dangerous maintenance path review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Services\ImageTruthService.cs","C# source","application source","","dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Services\NvrPlaybackService.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\Services\PersistenceVerificationService.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\Services\ProbeSessionService.cs","C# source","application source","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Services\ProtocolValidationService.cs","C# source","application source","password guessing/default credential review","sensitive credential surface review; dangerous maintenance path review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Core\Services\RecordingService.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\Services\RuntimeServices.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\Services\SemanticTrustService.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Core\Services\TypedSettingsService.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Desktop\App.xaml","WPF XAML","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Desktop\App.xaml.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Desktop\AssemblyInfo.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Desktop\Assets\BossCamSuite.ico","ico","application source","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"src\BossCam.Desktop\Assets\BossCamSuite.png","png","application source","","","","not exhaustively proven","","not build critical","False","SKIP_WITH_REASON","binary or runtime artifact"
"src\BossCam.Desktop\BossCam.Desktop.csproj","MSBuild project","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Desktop\MainWindow.Nvr.cs","C# source","application source","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Desktop\MainWindow.xaml","WPF XAML","application source","","sensitive credential surface review; dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Desktop\MainWindow.xaml.cs","C# source","application source","","sensitive credential surface review; dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Desktop\NvrFrameDecodeSession.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Desktop\OperatorStorageSettings.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Infrastructure\BossCam.Infrastructure.csproj","MSBuild project","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Infrastructure\Control\HttpControlAdapters.cs","C# source","application source","","sensitive credential surface review; dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Infrastructure\Control\RemoteAndNativeControlAdapters.cs","C# source","application source","","sensitive credential surface review; dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Infrastructure\Discovery\DiscoveryProviders.cs","C# source","application source","root RTSP fallback review","","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Infrastructure\Firmware\FirmwareArtifactAnalyzer.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Infrastructure\Imports\ImportProviders.cs","C# source","application source","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Infrastructure\InfrastructureServiceCollectionExtensions.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Infrastructure\Persistence\SqliteApplicationStore.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Infrastructure\Protocol\JsonProtocolManifestProvider.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Infrastructure\Video\VideoTransportAdapters.cs","C# source","application source","","sensitive credential surface review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.NativeBridge\BossCam.NativeBridge.csproj","MSBuild project","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.NativeBridge\NativeInteropProbe.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.NativeBridge\NativeLibraryCatalog.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.ProbeRunner\BossCam.ProbeRunner.csproj","MSBuild project","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.ProbeRunner\Program.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\appsettings.Development.json","JSON config/data","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\appsettings.json","JSON config/data","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\BossCam.Service.csproj","MSBuild project","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\BossCam.Service.http","http","application source","","","","not exhaustively proven","","not build critical","False","OK",""
"src\BossCam.Service\fixtures\5523w\__IPC\image-behavior-maps.json","JSON config/data","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\fixtures\5523w\__IPC\image-inventory.json","JSON config/data","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\fixtures\5523w\__IPC\image-writable-test-set.json","JSON config/data","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\fixtures\5523w\__ONVIF\image-behavior-maps.json","JSON config/data","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\fixtures\5523w\__ONVIF\image-inventory.json","JSON config/data","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\fixtures\5523w\__ONVIF\image-writable-test-set.json","JSON config/data","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\Hosted\BossCamBootstrapWorker.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\Hosted\RecordingLifecycleWorker.cs","C# source","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"src\BossCam.Service\Program.cs","C# source","application source","","sensitive credential surface review; dangerous maintenance path review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"src\BossCam.Service\Properties\launchSettings.json","JSON config/data","application source","","","","not exhaustively proven","","build/test relevant","False","OK",""
"Start-BossCamSuite.cmd","Windows command","repo metadata/config","","","","not exhaustively proven","","not build critical","False","OK",""
"tests\BossCam.Tests\BossCam.Tests.csproj","MSBuild project","test coverage","","","","not exhaustively proven","","build/test relevant","False","OK",""
"tests\BossCam.Tests\BossCamSuiteTests.cs","C# source","test coverage","","","","not exhaustively proven","","build/test relevant","False","OK",""
"tests\BossCam.Tests\CameraEndpointTruthTests.cs","C# source","test coverage","","sensitive credential surface review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"tests\BossCam.Tests\CompositeInteractionRulesTests.cs","C# source","test coverage","","","","not exhaustively proven","","build/test relevant","False","OK",""
"tests\BossCam.Tests\ContractDrivenWorkflowTests.cs","C# source","test coverage","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"tests\BossCam.Tests\ControlPointInventoryServiceTests.cs","C# source","test coverage","","","","not exhaustively proven","","build/test relevant","False","OK",""
"tests\BossCam.Tests\Fixtures\contracts\network_wireless\5523_w\NetSDK_Network_interfaces_0_GET.json","JSON config/data","test coverage","","","","not exhaustively proven","","build/test relevant","False","OK",""
"tests\BossCam.Tests\Fixtures\contracts\users_maintenance\5523_w\NetSDK_System_deviceInfo_GET.json","JSON config/data","test coverage","password guessing/default credential review","","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"tests\BossCam.Tests\Fixtures\contracts\video_image\5523_w\NetSDK_Video_input_channel_0_GET.json","JSON config/data","test coverage","","","","not exhaustively proven","","build/test relevant","False","OK",""
"tests\BossCam.Tests\ImageTruthClassificationTests.cs","C# source","test coverage","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"tests\BossCam.Tests\ImageTruthServiceTests.cs","C# source","test coverage","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"tests\BossCam.Tests\LiveTopGroupFixtureTests.cs","C# source","test coverage","","","","not exhaustively proven","","build/test relevant","False","OK",""
"tests\BossCam.Tests\NvrLayerTests.cs","C# source","test coverage","","","","not exhaustively proven","","build/test relevant","False","OK",""
"tests\BossCam.Tests\OperatorRuntimeRepairTests.cs","C# source","test coverage","","","","not exhaustively proven","","build/test relevant","False","OK",""
"tests\BossCam.Tests\SemanticTrustServiceTests.cs","C# source","test coverage","","","","not exhaustively proven","","build/test relevant","False","OK",""
"tests\BossCam.Tests\TestResults\bosscam-tests-final.trx","trx","test coverage","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"tests\BossCam.Tests\TestResults\bosscam-tests.trx","trx","test coverage","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"tests\BossCam.Tests\TrustHardeningWorkflowTests.cs","C# source","test coverage","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"tests\BossCam.Tests\TypedSettingsAndProbeWorkflowTests.cs","C# source","test coverage","","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"tools\Probe-5523W-HighRes.ps1","PowerShell script","operator/validation script","","sensitive credential surface review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
